Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
298,Berke Gürbüz\b8ab3cd1,tr TUR,MF,Gaziantep FK,18,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
299,Serdar Gürler\8d2ad5c0,tr TUR,MFFW,Konyaspor,29,1991,18,15,1289,14.3,4,6,4,0,0,4,0,0.28,0.42,0.70,0.28,0.70,Matches
300,Serdar Gürler\8d2ad5c0,tr TUR,MF,Başakşehir,29,1991,16,8,663,7.4,2,2,2,0,0,2,0,0.27,0.27,0.54,0.27,0.54,Matches
301,Luiz Gustavo\82671804,br BRA,MF,Fenerbahçe,34,1987,22,17,1519,16.9,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
302,Günay Güvenç\04c20fef,tr TUR,GK,Gaziantep FK,30,1991,35,35,3099,34.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
303,Oussama Haddadi\ec400194,tn TUN,DFMF,Yeni Mal'spor,29,1992,26,26,2294,25.5,0,1,0,0,0,2,1,0.00,0.04,0.04,0.00,0.04,Matches
304,Florent Hadergjonaj\9aa186b2,xk KVX,DF,Kasımpaşa,27,1994,33,33,2954,32.8,2,3,0,2,3,8,0,0.06,0.09,0.15,0.00,0.09,Matches
305,Amir Hadžiahmetović\e8213ed3,ba BIH,MF,Konyaspor,24,1997,36,36,3236,36.0,2,4,2,0,0,5,0,0.06,0.11,0.17,0.06,0.17,Matches
306,Karim Hafez\d2debf23,eg EGY,DFMF,Yeni Mal'spor,25,1996,31,24,2303,25.6,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches
307,Haris Hajradinović\4e07366b,ba BIH,MF,Kasımpaşa,27,1994,36,31,2770,30.8,2,7,2,0,0,6,1,0.06,0.23,0.29,0.06,0.29,Matches
308,Marek Hamšík\e6ad16b2,sk SVK,MF,Trabzonspor,34,1987,26,24,2095,23.3,2,2,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
309,Dogucan Haspolat\f0f64209,tr TUR,MF,Kasımpaşa,21,2000,31,22,2046,22.7,1,1,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,Matches
310,Pedro Henrique\460976a2,br BRA,MFFW,Sivasspor,31,1990,25,24,1887,21.0,8,2,3,5,5,7,1,0.38,0.10,0.48,0.14,0.24,Matches
311,Sebastian Holmén\17138f9d,se SWE,DF,Rizespor,29,1992,33,33,2902,32.2,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
312,Majid Hosseini\d2161bae,ir IRN,DF,Kayserispor,25,1996,28,27,2439,27.1,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches
313,Vitor Hugo\f2c1300a,br BRA,DF,Trabzonspor,30,1991,29,29,2463,27.4,1,1,1,0,0,2,1,0.04,0.04,0.07,0.04,0.07,Matches
314,Deniz Hummet\754f87d6,tr TUR,MFFW,Rizespor,24,1996,29,8,908,10.1,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches
315,Atiba Hutchinson\f1b55719,ca CAN,MF,Beşiktaş,38,1983,25,14,1266,14.1,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches
316,Didier Ibrahim Ndong\885b7aa7,ga GAB,MF,Yeni Mal'spor,27,1994,20,17,1445,16.1,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches
317,Brown Ideye\f519b556,ng NGA,FW,Göztepe,32,1988,5,0,42,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
318,Edgar Ié\3767b3b7,pt POR,DF,Trabzonspor,27,1994,17,17,1524,16.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
319,Ahmed Ildiz\0601e541,tr TUR,MF,Alanyaspor,24,1996,8,1,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Emirhan İlkhan\a47c6309,tr TUR,MF,Beşiktaş,17,2004,11,7,635,7.1,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches
321,Gökhan Inler\3200c583,ch SUI,MF,Adana Demirspor,37,1984,30,21,1748,19.4,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,Matches
322,Adis Jahović\ac2e185b,mk MKD,FWMF,Göztepe,34,1987,32,16,1437,16.0,5,1,4,1,1,4,1,0.31,0.06,0.38,0.25,0.31,Matches
323,Leke James\2d45ce0a,ng NGA,FW,Sivasspor,28,1992,12,4,431,4.8,2,0,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches
324,Jocelyn Janneh\0b79b8fa,sl SLE,MF,Kayserispor,18,2002,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
325,Jefferson\52e88991,br BRA,MF,Gaziantep FK,27,1994,7,5,417,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
326,Juanfran\9ba48d64,es ESP,DF,Alanyaspor,32,1988,37,34,3045,33.8,0,1,0,0,0,1,1,0.00,0.03,0.03,0.00,0.03,Matches
327,Nicolai Jørgensen\dff19848,dk DEN,FW,Kasımpaşa,30,1991,15,10,839,9.3,2,0,2,0,0,2,0,0.21,0.00,0.21,0.21,0.21,Matches
328,Ayoub El Kaabi\b1bfd1d4,ma MAR,MFFW,Hatayspor,28,1993,32,29,2437,27.1,18,2,17,1,1,2,0,0.66,0.07,0.74,0.63,0.70,Matches
329,Işık Kaan Arslan\524f20c8,tr TUR,DF,Galatasaray,20,2001,1,1,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
330,Deniz Kadah\fd91428a,tr TUR,FW,Altay,35,1986,10,5,467,5.2,1,0,0,1,1,0,0,0.19,0.00,0.19,0.00,0.00,Matches
331,Ferdi Kadioglu\66c52a77,nl NED,MFDF,Fenerbahçe,21,1999,28,26,2249,25.0,2,1,2,0,0,5,0,0.08,0.04,0.12,0.08,0.12,Matches
332,Kahraba\39f6a408,eg EGY,MF,Hatayspor,27,1994,11,3,302,3.4,1,4,1,0,0,0,0,0.30,1.19,1.49,0.30,1.49,Matches
333,İrfan Kahveci\d2800f47,tr TUR,MFFW,Fenerbahçe,26,1995,24,21,1629,18.1,4,6,4,0,1,7,1,0.22,0.33,0.55,0.22,0.55,Matches
334,Kerem Kalafat\ec531cdc,tr TUR,DF,Beşiktaş,20,2001,2,2,155,1.7,0,1,0,0,0,0,0,0.00,0.58,0.58,0.00,0.58,Matches
335,Berat Kalkan\b5315171,mk MKD,FW,Kasımpaşa,18,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
336,Kesselly Kamara\6956396a,lr LBR,MFFW,Hatayspor,23,1997,23,7,796,8.8,4,0,4,0,0,5,0,0.45,0.00,0.45,0.45,0.45,Matches
337,Kaan Kanak\18337d69,tr TUR,DF,Adana Demirspor,30,1990,18,14,1271,14.1,0,2,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
338,Kubilay Kanatsızkuş\4aff8d83,tr TUR,FW,Yeni Mal'spor,24,1997,13,3,345,3.8,1,0,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches
339,Kubilay Kanatsızkuş\4aff8d83,tr TUR,FWMF,Rizespor,24,1997,6,0,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
340,Burak Kapacak\2376dcd3,tr TUR,DF,Fenerbahçe,21,1999,6,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
341,Mustafa Kapı\ef6a4adc,tr TUR,MF,Adana Demirspor,18,2002,3,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
342,Ahmetcan Kaplan\c46366f5,tr TUR,DF,Trabzonspor,18,2003,13,9,885,9.8,0,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,Matches
343,Emre Kaplan\0eac2f24,az AZE,DF,Hatayspor,20,2001,5,2,257,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
344,Emre Kaplan\0eac2f24,az AZE,DF,Başakşehir,20,2001,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
345,Ferhat Kaplan\a98ec2da,tr TUR,GK,Adana Demirspor,32,1989,7,6,552,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
346,Leandro Kappel\a77074b7,sr SUR,MFFW,Altay,31,1989,38,32,2891,32.1,5,6,4,1,1,3,0,0.16,0.19,0.34,0.12,0.31,Matches
347,Aytaç Kara\94c79a82,tr TUR,MF,Göztepe,28,1993,7,4,358,4.0,0,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches
348,Aytaç Kara\94c79a82,tr TUR,MF,Galatasaray,28,1993,6,1,233,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
349,Efecan Karaca\10c5ea2c,tr TUR,MFFW,Alanyaspor,31,1989,34,33,2779,30.9,5,12,4,1,1,4,1,0.16,0.39,0.55,0.13,0.52,Matches
350,Eren Karadağ\730c080a,tr TUR,MF,Rizespor,21,2000,5,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
351,Ahmet Karademir\70e40d4d,tr TUR,FW,Konyaspor,17,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
352,Yusuf Karagöz\aadc0050,tr TUR,GK,Alanyaspor,21,1999,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
353,Vedat Karakuş\6634562e,tr TUR,GK,Adana Demirspor,23,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
354,Kenan Karaman\8f0f2230,tr TUR,MFFW,Beşiktaş,27,1994,25,13,1226,13.6,2,1,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22,Matches
355,Yann Karamoh\8b66d9cc,fr FRA,MFFW,Fatih Karagümrük,23,1998,32,19,1599,17.8,4,1,4,0,0,2,1,0.23,0.06,0.28,0.23,0.28,Matches
356,Kazımcan Karataş\812e5ded,tr TUR,DFMF,Altay,18,2003,23,15,1438,16.0,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
357,Talha Karataş\7b4e231e,nl NED,DF,Kayserispor,18,2003,1,0,45,0.5,0,1,0,0,0,0,0,0.00,2.00,2.00,0.00,2.00,Matches
358,Cebrail Karayel\2310ba31,tr TUR,DFMF,Altay,26,1994,30,28,2456,27.3,1,4,1,0,0,7,1,0.04,0.15,0.18,0.04,0.18,Matches
359,Erce Kardeşler\94b3ccdb,tr TUR,GK,Trabzonspor,27,1994,2,1,102,1.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
360,Semih Kaya\0446d684,tr TUR,DF,Yeni Mal'spor,30,1991,21,20,1718,19.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
361,Semih Kaya\0446d684,tr TUR,DF,Galatasaray,30,1991,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
362,Yalçın Kayan\c9cc1e5b,tr TUR,MFFW,Göztepe,22,1999,29,16,1480,16.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
363,Olarenwaju Kayode\d3272fba,ng NGA,FWMF,Sivasspor,28,1993,33,18,1650,18.3,6,1,6,0,0,1,1,0.33,0.05,0.38,0.33,0.38,Matches
364,Olivier Kemen\22f1de6c,fr FRA,MF,Kayserispor,25,1996,22,13,1266,14.1,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
365,Ekrem Kılıçarslan\69fbfa0e,tr TUR,GK,Gaziantep FK,23,1997,1,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
366,Emre Kılınç\bab440b1,tr TUR,MF,Galatasaray,26,1994,27,14,1212,13.5,3,1,3,0,0,4,0,0.22,0.07,0.30,0.22,0.30,Matches
367,Serkan Kırıntılı\53b03dac,tr TUR,GK,Alanyaspor,36,1985,19,19,1710,19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
368,Stelios Kitsiou\8982de23,gr GRE,MFDF,Gaziantep FK,27,1993,32,26,2488,27.6,0,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,Matches
369,Alberk Koç\17b312f7,tr TUR,DF,Konyaspor,24,1997,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Alberk Koç\17b312f7,tr TUR,DF,Rizespor,24,1997,10,2,295,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
371,Arif Kocaman\db58bfa7,tr TUR,DF,Kayserispor,17,2003,1,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
372,Okan Kocuk\7e9fd9b9,tr TUR,GK,Giresunspor,26,1995,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
373,Bengali-Fodé Koita\cbd4822d,gn GUI,FWMF,Trabzonspor,30,1990,18,0,187,2.1,0,1,0,0,0,1,0,0.00,0.48,0.48,0.00,0.48,Matches
374,Koka\9fc2531b,eg EGY,FW,Konyaspor,28,1993,30,14,1369,15.2,8,4,7,1,1,2,0,0.53,0.26,0.79,0.46,0.72,Matches
375,Dimitrios Kolovetsios\53f2c70d,gr GRE,DF,Kayserispor,29,1991,21,20,1790,19.9,1,0,1,0,0,4,1,0.05,0.00,0.05,0.05,0.05,Matches
376,Moussa Konaté\fcbcbd94,sn SEN,FW,Sivasspor,28,1993,12,1,237,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
377,Kasım Köşker\8b53429b,tr TUR,MF,Giresunspor,18,2003,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
378,İsmail Köybaşı\58640e66,tr TUR,DF,Trabzonspor,32,1989,13,12,961,10.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
379,Nurettin Kücükdeniz\c54a6bde,tr TUR,FW,Altay,17,2004,3,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
380,Fyodor Kudryashov\ae2d3552,ru RUS,DF,Antalyaspor,34,1987,29,25,2257,25.1,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches
381,Sinan Kurt\af731e9a,tr TUR,MF,Adana Demirspor,25,1996,25,18,1620,18.0,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
382,Arda Kurtulan\633acacc,tr TUR,FW,Fenerbahçe,18,2002,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
383,Fatih Kuruçuk\0de62c80,tr TUR,DF,Hatayspor,23,1998,28,25,2360,26.2,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,Matches
384,Çağtay Kurukalıp\e70fabb4,tr TUR,DF,Fenerbahçe,19,2002,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
385,Berkan Kutlu\794364d7,tr TUR,MF,Galatasaray,23,1998,35,33,2850,31.7,0,3,0,0,0,5,1,0.00,0.09,0.09,0.00,0.09,Matches
386,Ahmed Kutucu\beda9675,tr TUR,FWMF,Başakşehir,21,2000,3,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
387,Furkan Kütük\67acca63,tr TUR,MF,Giresunspor,18,2002,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
388,Zoran Kvržić\bcd1bea2,ba BIH,MF,Kayserispor,32,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
389,Cyle Larin\e7af9060,ca CAN,MFFW,Beşiktaş,26,1995,29,19,1753,19.5,7,1,7,0,0,3,1,0.36,0.05,0.41,0.36,0.41,Matches
390,Joseph Larweh Attamah\958aba30,gh GHA,MFDF,Kayserispor,27,1994,30,21,2030,22.6,2,1,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,Matches
391,Lucas Lima\0f52f925,br BRA,DF,Başakşehir,29,1991,29,20,1840,20.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
392,Mateusz Lis\fd78b105,pl POL,GK,Altay,24,1997,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
393,Saba Lobzhanidze\84d6ce13,ge GEO,MF,Hatayspor,26,1994,37,28,2433,27.0,8,8,8,0,0,2,0,0.30,0.30,0.59,0.30,0.59,Matches
394,Lourency\a2496cc7,br BRA,MFFW,Göztepe,25,1996,30,14,1288,14.3,2,2,2,0,0,7,0,0.14,0.14,0.28,0.14,0.28,Matches
395,Derrick Luckassen\30a09cb5,nl NED,DF,Fatih Karagümrük,26,1995,20,19,1615,17.9,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches
396,Silviu Lung Jr.\336b7d28,ro ROU,GK,Kayserispor,32,1989,30,30,2700,30.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
397,Christian Luyindama\d8feae4a,cd COD,DF,Galatasaray,27,1994,8,7,658,7.3,1,0,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches
398,Davidson da Luz Pereira\b0c12a65,br BRA,MF,Alanyaspor,30,1991,22,20,1713,19.0,6,4,6,0,0,4,0,0.32,0.21,0.53,0.32,0.53,Matches
399,Paul-Jose M'Poku\6ec1ddf1,cd COD,MF,Konyaspor,29,1992,27,8,892,9.9,3,0,3,0,0,2,0,0.30,0.00,0.30,0.30,0.30,Matches
400,Awer Mabil\922da988,au AUS,MF,Kasımpaşa,25,1995,11,4,390,4.3,2,1,2,0,0,2,1,0.46,0.23,0.69,0.46,0.69,Matches
401,Stevie Mallan\b1e47e4f,sct SCO,MFDF,Yeni Mal'spor,25,1996,18,9,834,9.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
402,Yunus Mallı\f3722c97,tr TUR,FWMF,Trabzonspor,29,1992,7,0,56,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
403,El Mamy Tetah\20e63471,mr MTN,FW,Alanyaspor,19,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
404,Carlos Mané\7a854622,pt POR,MF,Kayserispor,27,1994,29,6,1027,11.4,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches
405,Marcão\133faa84,br BRA,DF,Galatasaray,25,1996,26,26,2275,25.3,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
406,Alexandru Maxim\61fc9685,ro ROU,MFFW,Gaziantep FK,31,1990,31,28,2487,27.6,14,7,6,8,8,7,0,0.51,0.25,0.76,0.22,0.47,Matches
407,Admir Mehmedi\b500b384,ch SUI,MF,Antalyaspor,30,1991,7,3,298,3.3,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches
408,Ronaldo Mendes\903e95f4,br BRA,MF,Rizespor,28,1992,12,4,494,5.5,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches
409,Hamza Mendyl\f99fe221,ma MAR,MFDF,Gaziantep FK,23,1997,22,10,1037,11.5,1,2,1,0,0,7,1,0.09,0.17,0.26,0.09,0.26,Matches
410,Bernard Mensah\91947112,gh GHA,MFFW,Kayserispor,26,1994,6,6,473,5.3,2,3,2,0,0,1,0,0.38,0.57,0.95,0.38,0.95,Matches
411,Umut Meraş\c8112d1e,tr TUR,DFMF,Beşiktaş,25,1995,22,14,1343,14.9,0,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches
412,Levent Mercan\33340bd6,de GER,MF,Fatih Karagümrük,20,2000,18,3,500,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
413,Alexander Merkel\5181e2cb,kz KAZ,MF,Gaziantep FK,29,1992,24,11,1010,11.2,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches
414,Yıldırım Mert Çetin\c730da00,tr TUR,DF,Kayserispor,24,1997,10,10,819,9.1,1,0,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
415,Berat Mert\a5ea0127,tr TUR,DF,Yeni Mal'spor,16,2004,3,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
416,Muhammed Mert\4a3f9303,be BEL,MF,Hatayspor,26,1995,15,3,384,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
417,Ahmed El Messaoudi\d09f9118,ma MAR,MF,Gaziantep FK,25,1995,16,3,436,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Miha Mevlja\8229a21c,si SVN,DF,Alanyaspor,31,1990,14,11,1038,11.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
419,Max Meyer\eba42d2b,de GER,MF,Fenerbahçe,25,1995,6,3,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
420,Konrad Michalak\d2047a08,pl POL,MF,Konyaspor,23,1997,35,14,1489,16.5,3,4,3,0,0,0,0,0.18,0.24,0.42,0.18,0.42,Matches
421,Marko Mihojević\99173ab5,ba BIH,DF,Göztepe,25,1996,4,3,287,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
422,Deni Milošević\b45e185a,ba BIH,MF,Antalyaspor,26,1995,15,5,491,5.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
423,Nemanja Milunović\746b64a7,rs SRB,DF,Alanyaspor,32,1989,27,23,2098,23.3,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches
424,Metehan Mimaroğlu\d515ee3e,tr TUR,MF,Adana Demirspor,27,1994,9,1,209,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
425,Kim Min-jae\e0f8151c,kr KOR,DF,Fenerbahçe,24,1996,31,31,2668,29.6,1,0,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,Matches
426,Mert Miraç Altıntaş\00d62a4e,tr TUR,FWMF,Yeni Mal'spor,19,2001,15,3,310,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
427,Mostafa Mohamed\595e6f3e,eg EGY,FW,Galatasaray,23,1997,27,10,1108,12.3,7,3,7,0,1,4,0,0.57,0.24,0.81,0.57,0.81,Matches
428,Francisco Montero\3e96f3e7,es ESP,DF,Beşiktaş,22,1999,17,15,1347,15.0,1,1,1,0,0,8,2,0.07,0.07,0.13,0.07,0.13,Matches
429,Emre Mor\0c3f7197,tr TUR,MF,Fatih Karagümrük,24,1997,26,21,1726,19.2,5,3,5,0,0,4,0,0.26,0.16,0.42,0.26,0.42,Matches
430,Olimpiu Moruțan\35f67791,ro ROU,MF,Galatasaray,22,1999,26,13,1049,11.7,3,3,3,0,0,1,0,0.26,0.26,0.51,0.26,0.51,Matches
431,François Moubandje\6ca88b2a,ch SUI,MFDF,Göztepe,31,1990,8,6,520,5.8,0,1,0,0,0,3,1,0.00,0.17,0.17,0.00,0.17,Matches
432,Atakan Müjde\25cf7c9a,tr TUR,MF,Yeni Mal'spor,18,2003,6,3,290,3.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
433,Paul Mukairu\dbfbdf06,ng NGA,FWMF,Antalyaspor,21,2000,17,14,1072,11.9,3,0,3,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
434,Jackson Muleka\383e8f03,cd COD,FWMF,Kasımpaşa,21,1999,14,11,1062,11.8,12,4,12,0,0,2,0,1.02,0.34,1.36,1.02,1.36,Matches
435,Munir\fc8287db,ma MAR,GK,Hatayspor,32,1989,34,34,3060,34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
436,Arijanet Muric\99aa1a84,xk KVX,GK,Adana Demirspor,22,1998,31,31,2778,30.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
437,Ahmed Musa\b7084daf,ng NGA,MFFW,Fatih Karagümrük,28,1992,31,20,1737,19.3,2,2,2,0,0,1,0,0.10,0.10,0.21,0.10,0.21,Matches
438,Fernando Muslera\a2abe631,uy URU,GK,Galatasaray,35,1986,25,25,2242,24.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
439,Georges-Kévin N'Koudou\76c131da,fr FRA,MFFW,Beşiktaş,26,1995,16,6,558,6.2,4,0,3,1,1,1,0,0.65,0.00,0.65,0.48,0.48,Matches
440,Fabrice N'Sakala\de85e3cc,cd COD,DF,Beşiktaş,31,1990,4,4,345,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Mohammad Naderi\989402ac,ir IRN,DF,Altay,24,1996,24,22,1626,18.1,1,1,1,0,0,5,1,0.06,0.06,0.11,0.06,0.11,Matches
442,Naldo\a2609621,br BRA,DF,Antalyaspor,32,1988,36,29,2707,30.1,4,0,4,0,0,7,0,0.13,0.00,0.13,0.13,0.13,Matches
443,Umut Nayir\fc4ab056,tr TUR,FW,Giresunspor,28,1993,32,18,1691,18.8,7,1,7,0,0,1,0,0.37,0.05,0.43,0.37,0.43,Matches
444,Alassane Ndao\6abe11e6,sn SEN,MF,Antalyaspor,24,1996,15,14,925,10.3,3,0,3,0,0,2,0,0.29,0.00,0.29,0.29,0.29,Matches
445,Youssouf Ndayishimiye\65c55288,bi BDI,DFMF,Başakşehir,22,1998,27,26,2284,25.4,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,Matches
446,Cherif Ndiaye\858a54c3,sn SEN,FWMF,Göztepe,25,1996,30,26,2123,23.6,10,2,7,3,3,3,1,0.42,0.08,0.51,0.30,0.38,Matches
447,Victor Nelsson\e53b5534,dk DEN,DF,Galatasaray,22,1998,36,36,3240,36.0,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
448,Recep Niyaz\9a2b8732,tr TUR,MF,Gaziantep FK,25,1995,29,22,1887,21.0,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,Matches
449,Emre Nizam\2c211f9f,tr TUR,FW,Giresunspor,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
450,João Novais\282faa70,pt POR,MF,Alanyaspor,28,1993,29,22,1835,20.4,3,8,3,0,0,6,0,0.15,0.39,0.54,0.15,0.54,Matches
451,Filip Novák\e0f613ad,cz CZE,DF,Fenerbahçe,31,1990,20,14,1418,15.8,3,2,3,0,0,5,1,0.19,0.13,0.32,0.19,0.32,Matches
452,Jospin Nshimirimana\2419504f,bi BDI,MF,Yeni Mal'spor,19,2001,23,13,1279,14.2,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,Matches
453,Atınç Nukan\138c870c,tr TUR,DF,Göztepe,28,1993,20,20,1782,19.8,3,1,3,0,0,4,0,0.15,0.05,0.20,0.15,0.20,Matches
